replan_at,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45
11:00,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Traveling,Digging,Digging,Idle,Idle,Charging,Charging,Idle,Idle,Idle,Idle,Loading/Swinging,Loading/Swinging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Digging,Idle,Idle,Loading/Swinging,Traveling,Idle,Idle,Idle,Idle,Idle
11:15,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Loading/Swinging,Charging,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Digging,Digging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle,Idle
11:30,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Charging,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Digging,Digging,Loading/Swinging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle,Idle
11:45,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Charging,Idle,Idle,Idle,Idle,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Charging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle,Idle
12:00,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Charging,Idle,Idle,Idle,Idle,Idle,Digging,Digging,Charging,Loading/Swinging,Traveling,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Idle,Loading/Swinging,Idle,Idle,Idle,Idle,Idle
12:15,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Charging,Idle,Idle,Idle,Idle,Idle,Digging,Digging,Loading/Swinging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle,Idle
12:30,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Idle,Digging,Digging,Loading/Swinging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Idle,Idle,Idle,Idle,Idle,Idle,Idle
12:45,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Digging,Digging,Loading/Swinging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle
13:00,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Idle,Idle,Idle,Idle,Idle,Idle,Idle
13:15,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Loading/Swinging,Traveling,Idle,Digging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle,Idle
13:30,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Charging,Digging,Idle,Loading/Swinging,Traveling,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Idle,Loading/Swinging,Idle,Idle,Idle,Idle
13:45,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Digging,Idle,Loading/Swinging,Idle,Traveling,Loading/Swinging,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Traveling,Idle,Idle,Idle,Idle
14:00,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Digging,Loading/Swinging,Traveling,Charging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle,Idle
14:15,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Loading/Swinging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Loading/Swinging,Digging,Idle,Traveling,Idle,Idle,Idle,Idle,Idle
14:30,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle,Idle
14:45,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Charging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle,Idle
15:00,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle,Idle
15:15,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Loading/Swinging,Idle,Idle,Idle,Idle,Idle,Idle
15:30,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Idle,Idle,Loading/Swinging,Loading/Swinging,Idle,Idle,Idle,Idle,Idle
15:45,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Loading/Swinging,Traveling,Idle,Idle,Idle,Idle,Idle
16:00,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Loading/Swinging,Traveling,Idle,Idle,Idle,Idle,Idle
16:15,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Loading/Swinging,Traveling,Idle,Idle,Idle,Idle,Idle
16:30,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Loading/Swinging,Idle,Idle,Idle,Idle,Idle,Idle
16:45,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle
17:00,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle
17:15,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle
17:30,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle
17:45,Digging,Digging,Digging,Digging,Idle,Traveling,Digging,Digging,Loading/Swinging,Idle,Idle,Charging,Digging,Charging,Traveling,Digging,Idle,Idle,Idle,Idle,Charging,Idle,Idle,Idle,Digging,Loading/Swinging,Digging,Traveling,Idle,Loading/Swinging,Loading/Swinging,Idle,Loading/Swinging,Loading/Swinging,Idle,Traveling,Idle,Idle,Idle,Idle
