Time_Interval,Time_Period,Start_Time_Label,End_Time_Label,MCS_1_Charging_kW,MCS_1_Discharging_kW,MCS_1_Traveling_kW,MCS_1_SOE_Start_kWh,MCS_1_SOE_End_kWh,CEV_1_Working_kW,CEV_1_SOE_Start_kWh,CEV_1_SOE_End_kWh,CEV_2_Working_kW,CEV_2_SOE_Start_kWh,CEV_2_SOE_End_kWh
11,11,10:30,10:45,1.2022383089060895e-11,0.0,1.9999999999998253,213.02631578949567,212.52631578949857,6.300151511182904,87.5436767536208,85.96863887582508,0.0,52.38623719784368,52.38623719784368
12,12,10:45,11:00,2.427445131044624,0.0,-3.6415315207705135e-14,212.52631578949857,213.10283400812168,2.3838526974638614,85.96863887582508,85.37267570145912,2.007885909837521,52.38623719784368,51.8842657203843
13,13,11:00,11:15,2.427445131044624,0.0,-3.6415315207705135e-14,213.10283400812168,213.67935222674478,5.648002976981263,85.37267570145912,83.9606749572138,5.024778643935705,51.8842657203843,50.62807105940037
14,14,11:15,11:30,2.427445131044624,0.0,-3.6415315207705135e-14,213.67935222674478,214.2558704453679,0.0,83.9606749572138,83.9606749572138,2.5993349060165034,50.62807105940037,49.97823733289624
15,15,11:30,11:45,2.427445131044624,0.0,-3.6415315207705135e-14,214.2558704453679,214.832388663991,5.435790879104439,83.9606749572138,82.60172723743769,3.763874598534312,49.97823733289624,49.03726868326267
16,16,11:45,12:00,2.427445131044624,0.0,-3.6415315207705135e-14,214.832388663991,215.4089068826141,4.5338967906283445,82.60172723743769,81.4682530397806,0.0,49.03726868326267,49.03726868326267
17,17,12:00,12:15,2.427445131044624,0.0,-3.6415315207705135e-14,215.4089068826141,215.9854251012372,0.0,81.4682530397806,81.4682530397806,0.0,49.03726868326267,49.03726868326267
18,18,12:15,12:30,2.427445131044624,0.0,-3.6415315207705135e-14,215.9854251012372,216.56194331986032,0.0,81.4682530397806,81.4682530397806,0.0,49.03726868326267,49.03726868326267
19,19,12:30,12:45,2.427445131044624,0.0,-3.6415315207705135e-14,216.56194331986032,217.13846153848343,0.0,81.4682530397806,81.4682530397806,0.0,49.03726868326267,49.03726868326267
20,20,12:45,13:00,2.427445131044624,0.0,-3.6415315207705135e-14,217.13846153848343,217.71497975710653,0.0,81.4682530397806,81.4682530397806,0.0,49.03726868326267,49.03726868326267
21,21,13:00,13:15,2.427445131044624,0.0,-3.6415315207705135e-14,217.71497975710653,218.29149797572964,0.0,81.4682530397806,81.4682530397806,0.0,49.03726868326267,49.03726868326267
22,22,13:15,13:30,2.427445131044624,0.0,-3.6415315207705135e-14,218.29149797572964,218.86801619435275,0.0,81.4682530397806,81.4682530397806,0.0,49.03726868326267,49.03726868326267
23,23,13:30,13:45,2.427445131044624,0.0,-3.6415315207705135e-14,218.86801619435275,219.44453441297586,0.0,81.4682530397806,81.4682530397806,0.0,49.03726868326267,49.03726868326267
24,24,13:45,14:00,2.427445131044624,0.0,-3.6415315207705135e-14,219.44453441297586,220.02105263159896,0.0,81.4682530397806,81.4682530397806,0.0,49.03726868326267,49.03726868326267
25,25,14:00,14:15,2.427445131044624,0.0,-3.6415315207705135e-14,220.02105263159896,220.59757085022207,4.242584925455403,81.4682530397806,80.40760680841676,0.0,49.03726868326267,49.03726868326267
26,26,14:15,14:30,2.427445131044624,0.0,-3.6415315207705135e-14,220.59757085022207,221.17408906884518,4.856554765598935,80.40760680841676,79.19346811701702,3.4598223069527734,49.03726868326267,48.17231310652447
27,27,14:30,14:45,2.427445131044624,0.0,-3.6415315207705135e-14,221.17408906884518,221.75060728746828,3.966685618109947,79.19346811701702,78.20179671248954,0.0,48.17231310652447,48.17231310652447
28,28,14:45,15:00,2.427445131044624,0.0,-3.6415315207705135e-14,221.75060728746828,222.3271255060914,0.0,78.20179671248954,78.20179671248954,0.0,48.17231310652447,48.17231310652447
29,29,15:00,15:15,2.427445131044624,0.0,-3.6415315207705135e-14,222.3271255060914,222.9036437247145,1.2140368977800784,78.20179671248954,77.89828748804452,0.0,48.17231310652447,48.17231310652447
30,30,15:15,15:30,2.427445131044624,0.0,-3.6415315207705135e-14,222.9036437247145,223.4801619433376,4.254125561375107,77.89828748804452,76.83475609770073,0.0,48.17231310652447,48.17231310652447
31,31,15:30,15:45,2.427445131044624,0.0,-3.6415315207705135e-14,223.4801619433376,224.0566801619607,3.07799284442779,76.83475609770073,76.06525788659378,0.0,48.17231310652447,48.17231310652447
32,32,15:45,16:00,2.427445131044624,0.0,-3.6415315207705135e-14,224.0566801619607,224.63319838058382,1.4855784136605936,76.06525788659378,75.69386328317863,0.0,48.17231310652447,48.17231310652447
33,33,16:00,16:15,-0.0,0.0,0.0,224.63319838058382,224.63319838058382,0.0,75.69386328317863,75.69386328317863,0.0,48.17231310652447,48.17231310652447
34,34,16:15,16:30,-0.0,0.0,0.0,224.63319838058382,224.63319838058382,1.3112952785393992,75.69386328317863,75.36603946354379,0.0,48.17231310652447,48.17231310652447
35,35,16:30,16:45,-0.0,0.0,0.0,224.63319838058382,224.63319838058382,5.657891537309813,75.36603946354379,73.95156657921633,0.0,48.17231310652447,48.17231310652447
36,36,16:45,17:00,-0.0,0.0,0.0,224.63319838058382,224.63319838058382,2.7784561284291183,73.95156657921633,73.25695254710905,0.0,48.17231310652447,48.17231310652447
37,37,17:00,17:15,-0.0,0.0,0.0,224.63319838058382,224.63319838058382,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
38,38,17:15,17:30,-0.0,0.0,0.0,224.63319838058382,224.63319838058382,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
39,39,17:30,17:45,-0.0,0.0,0.0,224.63319838058382,224.63319838058382,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
40,40,17:45,18:00,-0.0,0.0,5.684341886080801e-13,224.63319838058382,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
41,41,18:00,18:15,-0.0,0.0,0.0,224.63319838058368,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
42,42,18:15,18:30,-0.0,0.0,0.0,224.63319838058368,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
43,43,18:30,18:45,-0.0,0.0,0.0,224.63319838058368,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
44,44,18:45,19:00,-0.0,0.0,0.0,224.63319838058368,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
45,45,19:00,19:15,-0.0,0.0,0.0,224.63319838058368,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
46,46,19:15,19:30,-0.0,0.0,0.0,224.63319838058368,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
47,47,19:30,19:45,-0.0,0.0,0.0,224.63319838058368,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
48,48,19:45,20:00,-0.0,0.0,0.0,224.63319838058368,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
49,49,20:00,20:15,-0.0,0.0,0.0,224.63319838058368,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
50,50,20:15,20:30,-0.0,0.0,0.0,224.63319838058368,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
51,51,20:30,20:45,-0.0,0.0,0.0,224.63319838058368,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
52,52,20:45,21:00,-0.0,0.0,0.0,224.63319838058368,224.63319838058368,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
53,53,21:00,21:15,2.427445131044624,0.0,-3.6415315207705135e-14,224.63319838058368,225.20971659920679,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
54,54,21:15,21:30,2.427445131044624,0.0,7.72715225139109e-14,225.20971659920679,225.78623481782986,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
55,55,21:30,21:45,2.427445131044624,0.0,-3.6415315207705135e-14,225.78623481782986,226.36275303645297,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
56,56,21:45,22:00,2.427445131044624,0.0,-3.6415315207705135e-14,226.36275303645297,226.93927125507608,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
57,57,22:00,22:15,2.427445131044624,0.0,7.72715225139109e-14,226.93927125507608,227.51578947369916,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
58,58,22:15,22:30,2.427445131044624,0.0,-3.6415315207705135e-14,227.51578947369916,228.09230769232227,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
59,59,22:30,22:45,2.427445131044624,0.0,-3.6415315207705135e-14,228.09230769232227,228.66882591094537,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
60,60,22:45,23:00,2.427445131044624,0.0,-3.6415315207705135e-14,228.66882591094537,229.24534412956848,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
61,61,23:00,23:15,2.427445131044624,0.0,-3.6415315207705135e-14,229.24534412956848,229.8218623481916,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
62,62,23:15,23:30,2.427445131044624,0.0,-3.6415315207705135e-14,229.8218623481916,230.3983805668147,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
63,63,23:30,23:45,2.427445131044624,0.0,-3.6415315207705135e-14,230.3983805668147,230.9748987854378,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
64,64,23:45,00:00,2.427445131044624,0.0,-3.6415315207705135e-14,230.9748987854378,231.5514170040609,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
65,65,00:00,00:15,2.427445131044624,0.0,-3.6415315207705135e-14,231.5514170040609,232.12793522268402,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
66,66,00:15,00:30,2.427445131044624,0.0,-3.6415315207705135e-14,232.12793522268402,232.70445344130712,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
67,67,00:30,00:45,2.427445131044624,0.0,-3.6415315207705135e-14,232.70445344130712,233.28097165993023,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
68,68,00:45,01:00,2.427445131044624,0.0,-3.6415315207705135e-14,233.28097165993023,233.85748987855334,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
69,69,01:00,01:15,2.427445131044624,0.0,-3.6415315207705135e-14,233.85748987855334,234.43400809717645,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
70,70,01:15,01:30,2.427445131044624,0.0,-3.6415315207705135e-14,234.43400809717645,235.01052631579955,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
71,71,01:30,01:45,2.427445131044624,0.0,-3.6415315207705135e-14,235.01052631579955,235.58704453442266,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
72,72,01:45,02:00,2.427445131044624,0.0,-3.6415315207705135e-14,235.58704453442266,236.16356275304577,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
73,73,02:00,02:15,2.427445131044624,0.0,-3.6415315207705135e-14,236.16356275304577,236.74008097166887,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
74,74,02:15,02:30,2.427445131044624,0.0,-3.6415315207705135e-14,236.74008097166887,237.31659919029198,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
75,75,02:30,02:45,2.427445131044624,0.0,-3.6415315207705135e-14,237.31659919029198,237.8931174089151,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
76,76,02:45,03:00,2.427445131044624,0.0,-3.6415315207705135e-14,237.8931174089151,238.4696356275382,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
77,77,03:00,03:15,2.427445131044624,0.0,-3.6415315207705135e-14,238.4696356275382,239.0461538461613,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
78,78,03:15,03:30,2.427445131044624,0.0,-3.6415315207705135e-14,239.0461538461613,239.6226720647844,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
79,79,03:30,03:45,2.427445131044624,0.0,-3.6415315207705135e-14,239.6226720647844,240.19919028340752,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
80,80,03:45,04:00,2.427445131044624,0.0,-3.6415315207705135e-14,240.19919028340752,240.77570850203062,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
81,81,04:00,04:15,2.427445131044624,0.0,-3.6415315207705135e-14,240.77570850203062,241.35222672065373,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
82,82,04:15,04:30,2.427445131044624,0.0,-3.6415315207705135e-14,241.35222672065373,241.92874493927684,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
83,83,04:30,04:45,2.427445131044624,0.0,-3.6415315207705135e-14,241.92874493927684,242.50526315789995,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
84,84,04:45,05:00,2.427445131044624,0.0,-3.6415315207705135e-14,242.50526315789995,243.08178137652305,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
85,85,05:00,05:15,2.427445131044624,0.0,-3.6415315207705135e-14,243.08178137652305,243.65829959514616,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
86,86,05:15,05:30,2.427445131044624,0.0,-3.6415315207705135e-14,243.65829959514616,244.23481781376927,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
87,87,05:30,05:45,2.427445131044624,0.0,-3.6415315207705135e-14,244.23481781376927,244.81133603239238,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
88,88,05:45,06:00,2.427445131044624,0.0,-3.6415315207705135e-14,244.81133603239238,245.38785425101548,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
89,89,06:00,06:15,2.427445131044624,0.0,-3.6415315207705135e-14,245.38785425101548,245.9643724696386,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
90,90,06:15,06:30,2.427445131044624,0.0,-3.6415315207705135e-14,245.9643724696386,246.5408906882617,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
91,91,06:30,06:45,2.427445131044624,0.0,-3.6415315207705135e-14,246.5408906882617,247.1174089068848,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
92,92,06:45,07:00,2.427445131044624,0.0,-3.6415315207705135e-14,247.1174089068848,247.6939271255079,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
93,93,07:00,07:15,2.427445131044624,0.0,-3.6415315207705135e-14,247.6939271255079,248.27044534413102,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
94,94,07:15,07:30,2.427445131044624,0.0,-3.6415315207705135e-14,248.27044534413102,248.84696356275413,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
95,95,07:30,07:45,2.427445131044624,0.0,1.3278267374516872e-12,248.84696356275413,249.4234817813769,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
96,96,07:45,08:00,2.427445131044624,0.0,-3.6415315207705135e-14,249.4234817813769,250.0,0.0,73.25695254710905,73.25695254710905,0.0,48.17231310652447,48.17231310652447
