day,gstep,k,clock,price,co2,grid_kW,dch_kW,work_kW,soe_mcs,soe_cev1,soe_cev2,mcs_node,est_dig,est_load,est_trv,est_idle,unc_dig,unc_load,unc_trv,unc_idle,n_obs
1,20,20,D1 12:45,0.18,0.4471177920604845,0.0,0.0,1.2,248.5,55.35000000000002,33.70000000000002,3,5.156815121566383,2.8000017534473867,4.937151653524184,0.5548382931800799,0.08326048803317586,0.11576342631970973,0.15645751241751013,0.10638409332236635,40
1,21,21,D1 13:00,0.18,0.44488887394336024,0.0,0.0,1.2,248.5,55.200000000000024,33.55000000000002,3,5.156815121566383,2.8000017534473867,4.937151653524184,0.5548382931800799,0.08326048803317586,0.11576342631970973,0.15645751241751013,0.10638409332236635,42
1,22,22,D1 13:15,0.18,0.44203951942426584,0.0,0.0,1.2,248.5,55.050000000000026,33.40000000000002,3,5.156815121566383,2.8000017534473867,4.937151653524184,0.5548382931800799,0.08326048803317586,0.11576342631970973,0.15645751241751013,0.10638409332236635,44
1,23,23,D1 13:30,0.18,0.438581929876693,0.0,0.0,1.2,248.5,54.90000000000003,33.25000000000002,3,5.156815121566383,2.8000017534473867,4.937151653524184,0.5548382931800799,0.08326048803317586,0.11576342631970973,0.15645751241751013,0.10638409332236635,46
1,24,24,D1 13:45,0.18,0.4345309112299032,0.0,30.0,1.2,240.60526315789474,54.75000000000003,40.60000000000002,3,5.1629321815138205,2.7970939733902638,4.924603226270825,0.5907610727636182,0.07289737426738802,0.105857449922793,0.13847037101817333,0.05690809058120699,48
1,25,25,D1 14:00,0.18,0.4299038105676658,0.0,0.0,5.8,240.60526315789474,53.45000000000003,40.450000000000024,3,5.1629321815138205,2.7970939733902638,4.924603226270825,0.5907610727636182,0.07289737426738802,0.105857449922793,0.13847037101817333,0.05690809058120699,50
1,26,26,D1 14:15,0.18,0.42472044184538177,0.0,0.0,5.6,240.60526315789474,52.20000000000003,40.300000000000026,3,5.1629321815138205,2.7970939733902638,4.924603226270825,0.5907610727636182,0.07289737426738802,0.105857449922793,0.13847037101817333,0.05690809058120699,52
1,27,27,D1 14:30,0.18,0.41900300104368526,0.0,18.223944156112793,1.2,235.80948837997033,52.05000000000003,44.705986039028225,3,5.1629321815138205,2.7970939733902638,4.924603226270825,0.5907610727636182,0.07289737426738802,0.105857449922793,0.13847037101817333,0.05690809058120699,54
1,28,28,D1 14:45,0.18,0.4127759711218466,0.0,0.0,3.4,235.80948837997033,51.35000000000003,44.55598603902823,3,5.1629321815138205,2.7970939733902638,4.924603226270825,0.5907610727636182,0.07289737426738802,0.105857449922793,0.13847037101817333,0.05690809058120699,56
1,29,29,D1 15:00,0.18,0.40606601717798213,0.0,27.652639646348973,1.2,228.5324779467206,51.20000000000003,51.31914595061547,3,5.1629321815138205,2.7970939733902638,4.924603226270825,0.5907610727636182,0.07289737426738802,0.105857449922793,0.13847037101817333,0.05690809058120699,58
1,30,30,D1 15:15,0.18,0.39890187226501034,0.0,0.009238927236367545,3.4,228.53004665007944,50.50000000000003,51.171455682424565,3,5.1629321815138205,2.7970939733902638,4.924603226270825,0.5907610727636182,0.07289737426738802,0.105857449922793,0.13847037101817333,0.05690809058120699,60
1,31,31,D1 15:30,0.18,0.3913142143513081,0.0,0.0,1.2,228.53004665007944,50.35000000000003,51.021455682424566,3,5.1629321815138205,2.7970939733902638,4.924603226270825,0.5907610727636182,0.07289737426738802,0.105857449922793,0.13847037101817333,0.05690809058120699,62
1,32,32,D1 15:45,0.18,0.3833355349529403,0.0,0.0,1.2,228.03004665007944,50.20000000000003,50.87145568242457,0,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,64
1,33,33,D1 16:00,0.45,0.375,0.0,0.0,3.4,227.53004665007944,49.50000000000003,50.72145568242457,0,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,66
1,34,34,D1 16:15,0.45,0.36634330353285016,0.0,45.0,1.2,215.68794138692155,60.60000000000003,50.57145568242457,2,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,68
1,35,35,D1 16:30,0.45,0.3574025148547635,0.0,6.069157622470641,1.2,214.09079464416612,61.96728940561769,50.42145568242457,2,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,70
1,36,36,D1 16:45,0.45,0.3482159197954742,0.0,0.0,3.4,214.09079464416612,61.26728940561769,50.27145568242457,2,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,72
1,37,37,D1 17:00,0.45,0.33882285676537816,0.0,0.0,0.0,214.09079464416612,61.26728940561769,50.27145568242457,2,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,72
1,38,38,D1 17:15,0.45,0.3292635483024193,0.0,0.0,0.0,214.09079464416612,61.26728940561769,50.27145568242457,2,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,72
1,39,39,D1 17:30,0.45,0.3195789288330077,0.0,0.0,0.0,214.09079464416612,61.26728940561769,50.27145568242457,2,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,72
1,40,40,D1 17:45,0.45,0.30981046938452145,0.0,0.0,0.0,214.09079464416612,61.26728940561769,50.27145568242457,2,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,72
2,41,1,D2 08:00,0.18,0.375,0.0,0.0,5.8,249.5,59.96728940561769,50.121455682424575,0,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,74
2,42,2,D2 08:15,0.18,0.3833355349529403,0.0,0.0,10.4,249.0,58.667289405617694,48.82145568242458,0,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,76
2,43,3,D2 08:30,0.18,0.3913142143513081,0.0,0.0,10.4,249.0,57.3672894056177,47.52145568242458,2,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,78
2,44,4,D2 08:45,0.18,0.3989018722650103,0.0,0.0,10.4,249.0,56.0672894056177,46.22145568242458,2,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,80
2,45,5,D2 09:00,0.18,0.4060660171779821,0.0,0.0,1.2,249.0,55.9172894056177,46.071455682424585,2,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,82
2,46,6,D2 09:15,0.18,0.4127759711218466,0.0,0.0,7.8,249.0,54.6672894056177,45.37145568242458,2,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,84
2,47,7,D2 09:30,0.18,0.41900300104368526,0.0,0.0,5.8,249.0,53.367289405617704,45.22145568242458,2,5.160895132486918,2.7817153495323943,4.956654728367333,0.6174884545876693,0.06389988933991052,0.08619004977876316,0.11670874927174568,0.04050498188682894,86
2,48,8,D2 09:45,0.18,0.42472044184538177,0.0,45.0,1.2,237.1578947368421,64.46728940561769,45.071455682424585,2,5.17486483767467,2.749007455562736,5.024791839148641,0.599588746513444,0.043164566464042875,0.06926756528108897,0.09627853406578839,0.03378103582961557,88
2,49,9,D2 10:00,0.18,0.4299038105676658,0.0,0.0,10.2,237.1578947368421,63.167289405617694,43.821455682424585,2,5.17486483767467,2.749007455562736,5.024791839148641,0.599588746513444,0.043164566464042875,0.06926756528108897,0.09627853406578839,0.03378103582961557,90
2,50,10,D2 10:15,0.18,0.4345309112299032,0.0,0.0,3.4,237.1578947368421,62.46728940561769,43.671455682424586,2,5.17486483767467,2.749007455562736,5.024791839148641,0.599588746513444,0.043164566464042875,0.06926756528108897,0.09627853406578839,0.03378103582961557,92
2,51,11,D2 10:30,0.18,0.438581929876693,0.0,1.0978210858940651e-13,8.0,237.15789473684208,61.16728940561772,42.97145568242458,2,5.17486483767467,2.749007455562736,5.024791839148641,0.599588746513444,0.043164566464042875,0.06926756528108897,0.09627853406578839,0.03378103582961557,94
2,52,12,D2 10:45,0.18,0.4420395194242658,0.0,0.0,10.2,237.15789473684208,59.91728940561772,41.671455682424586,2,5.17486483767467,2.749007455562736,5.024791839148641,0.599588746513444,0.043164566464042875,0.06926756528108897,0.09627853406578839,0.03378103582961557,96
2,53,13,D2 11:00,0.18,0.44488887394336024,0.0,0.0,1.2,237.15789473684208,59.767289405617724,41.52145568242459,2,5.17486483767467,2.749007455562736,5.024791839148641,0.599588746513444,0.043164566464042875,0.06926756528108897,0.09627853406578839,0.03378103582961557,98
2,54,14,D2 11:15,0.18,0.4471177920604845,0.0,45.0,1.2,225.3157894736842,70.86728940561773,41.37145568242459,2,5.17486483767467,2.749007455562736,5.024791839148641,0.599588746513444,0.043164566464042875,0.06926756528108897,0.09627853406578839,0.03378103582961557,100
2,55,15,D2 11:30,0.18,0.44871672920607153,0.0,0.0,5.8,225.3157894736842,69.56728940561773,41.22145568242459,2,5.17486483767467,2.749007455562736,5.024791839148641,0.599588746513444,0.043164566464042875,0.06926756528108897,0.09627853406578839,0.03378103582961557,102
2,56,16,D2 11:45,0.18,0.4496788384857905,0.0,0.0,3.4,225.3157894736842,68.86728940561773,41.07145568242459,2,5.1956679971798625,2.7776580531602937,5.02488867270189,0.6033968856890884,0.04706174081781742,0.053678295076459576,0.08355236646327954,0.03309462210905739,104
2,57,17,D2 12:00,0.18,0.44999999999999996,0.0,14.518257183586513,1.2,221.49519547800352,72.34685370151435,40.92145568242459,2,5.1956679971798625,2.7776580531602937,5.02488867270189,0.6033968856890884,0.04706174081781742,0.053678295076459576,0.08355236646327954,0.03309462210905739,106
2,58,18,D2 12:15,0.18,0.4496788384857905,0.0,44.99660311431137,1.2,209.6539841321321,83.44600448009218,40.771455682424595,2,5.1956679971798625,2.7776580531602937,5.02488867270189,0.6033968856890884,0.04706174081781742,0.053678295076459576,0.08355236646327954,0.03309462210905739,108
2,59,19,D2 12:30,0.18,0.44871672920607153,0.0,0.0,1.2,209.1539841321321,83.29600448009218,40.621455682424596,0,5.1956679971798625,2.7776580531602937,5.02488867270189,0.6033968856890884,0.04706174081781742,0.053678295076459576,0.08355236646327954,0.03309462210905739,110
2,60,20,D2 12:45,0.18,0.4471177920604845,0.0,0.0,1.2,208.6539841321321,83.14600448009217,40.4714556824246,0,5.1956679971798625,2.7776580531602937,5.02488867270189,0.6033968856890884,0.04706174081781742,0.053678295076459576,0.08355236646327954,0.03309462210905739,112
2,61,21,D2 13:00,0.18,0.44488887394336024,0.0,0.0,1.2,208.6539841321321,82.99600448009217,40.3214556824246,3,5.1956679971798625,2.7776580531602937,5.02488867270189,0.6033968856890884,0.04706174081781742,0.053678295076459576,0.08355236646327954,0.03309462210905739,114
2,62,22,D2 13:15,0.18,0.44203951942426584,0.0,0.0,1.2,208.6539841321321,82.84600448009216,40.1714556824246,3,5.1956679971798625,2.7776580531602937,5.02488867270189,0.6033968856890884,0.04706174081781742,0.053678295076459576,0.08355236646327954,0.03309462210905739,116
2,63,23,D2 13:30,0.18,0.438581929876693,0.0,0.0,1.2,208.6539841321321,82.69600448009216,40.0214556824246,3,5.1956679971798625,2.7776580531602937,5.02488867270189,0.6033968856890884,0.04706174081781742,0.053678295076459576,0.08355236646327954,0.03309462210905739,118
2,64,24,D2 13:45,0.18,0.4345309112299032,0.0,0.0,1.2,208.6539841321321,82.54600448009215,39.8714556824246,3,5.195876429862122,2.7822488028600385,5.024213335416031,0.5976317518898305,0.046957672904975815,0.06379874091856264,0.08437961541378859,0.02717579843244731,120
2,65,25,D2 14:00,0.18,0.4299038105676658,0.0,30.0,3.4,200.75924729002685,81.84600448009215,47.221455682424605,3,5.195876429862122,2.7822488028600385,5.024213335416031,0.5976317518898305,0.046957672904975815,0.06379874091856264,0.08437961541378859,0.02717579843244731,122
2,66,26,D2 14:15,0.18,0.42472044184538177,0.0,0.0,3.4,200.75924729002685,81.14600448009215,47.071455682424606,3,5.195876429862122,2.7822488028600385,5.024213335416031,0.5976317518898305,0.046957672904975815,0.06379874091856264,0.08437961541378859,0.02717579843244731,124
2,67,27,D2 14:30,0.18,0.41900300104368526,0.0,0.0,5.6,200.75924729002685,79.89600448009215,46.92145568242461,3,5.195876429862122,2.7822488028600385,5.024213335416031,0.5976317518898305,0.046957672904975815,0.06379874091856264,0.08437961541378859,0.02717579843244731,126
2,68,28,D2 14:45,0.18,0.4127759711218466,0.0,0.0,1.2,200.75924729002685,79.74600448009214,46.77145568242461,3,5.195876429862122,2.7822488028600385,5.024213335416031,0.5976317518898305,0.046957672904975815,0.06379874091856264,0.08437961541378859,0.02717579843244731,128
2,69,29,D2 15:00,0.18,0.40606601717798213,0.0,0.0,1.2,200.75924729002685,79.59600448009213,46.62145568242461,3,5.195876429862122,2.7822488028600385,5.024213335416031,0.5976317518898305,0.046957672904975815,0.06379874091856264,0.08437961541378859,0.02717579843244731,130
2,70,30,D2 15:15,0.18,0.39890187226501034,0.0,0.0,1.2,200.75924729002685,79.44600448009213,46.47145568242461,3,5.195876429862122,2.7822488028600385,5.024213335416031,0.5976317518898305,0.046957672904975815,0.06379874091856264,0.08437961541378859,0.02717579843244731,132
2,71,31,D2 15:30,0.18,0.3913142143513081,0.0,0.0,1.2,200.75924729002685,79.29600448009212,46.32145568242461,3,5.195876429862122,2.7822488028600385,5.024213335416031,0.5976317518898305,0.046957672904975815,0.06379874091856264,0.08437961541378859,0.02717579843244731,134
2,72,32,D2 15:45,0.18,0.3833355349529403,0.0,0.0,1.2,200.75924729002685,79.14600448009212,46.171455682424615,3,5.196442518997119,2.7611885556899294,5.013674965264168,0.5915389011261899,0.04054467171820415,0.05734396729762184,0.0728991836617974,0.02269578636444507,136
2,73,33,D2 16:00,0.45,0.375,0.0,5.308044524358991,1.2,199.3623934678271,78.99600448009211,47.348466813514364,3,5.196442518997119,2.7611885556899294,5.013674965264168,0.5915389011261899,0.04054467171820415,0.05734396729762184,0.0728991836617974,0.02269578636444507,138
2,74,34,D2 16:15,0.45,0.36634330353285016,0.0,0.0,1.2,199.3623934678271,78.8460044800921,47.198466813514365,3,5.196442518997119,2.7611885556899294,5.013674965264168,0.5915389011261899,0.04054467171820415,0.05734396729762184,0.0728991836617974,0.02269578636444507,140
2,75,35,D2 16:30,0.45,0.3574025148547635,0.0,0.016922197747589962,1.2,199.35794025789352,78.6960044800921,47.052697362951264,3,5.196442518997119,2.7611885556899294,5.013674965264168,0.5915389011261899,0.04054467171820415,0.05734396729762184,0.0728991836617974,0.02269578636444507,142
2,76,36,D2 16:45,0.45,0.3482159197954742,0.0,6.346905053825907,1.2,197.68770208583408,78.5460044800921,48.48942362640774,3,5.196442518997119,2.7611885556899294,5.013674965264168,0.5915389011261899,0.04054467171820415,0.05734396729762184,0.0728991836617974,0.02269578636444507,144
2,77,37,D2 17:00,0.45,0.33882285676537816,0.0,0.0,0.0,197.68770208583408,78.5460044800921,48.48942362640774,0,5.196442518997119,2.7611885556899294,5.013674965264168,0.5915389011261899,0.04054467171820415,0.05734396729762184,0.0728991836617974,0.02269578636444507,144
2,78,38,D2 17:15,0.45,0.3292635483024193,0.0,0.0,0.0,197.68770208583408,78.5460044800921,48.48942362640774,0,5.196442518997119,2.7611885556899294,5.013674965264168,0.5915389011261899,0.04054467171820415,0.05734396729762184,0.0728991836617974,0.02269578636444507,144
2,79,39,D2 17:30,0.45,0.3195789288330077,0.0,0.0,0.0,197.68770208583408,78.5460044800921,48.48942362640774,0,5.196442518997119,2.7611885556899294,5.013674965264168,0.5915389011261899,0.04054467171820415,0.05734396729762184,0.0728991836617974,0.02269578636444507,144
2,80,40,D2 17:45,0.45,0.30981046938452145,0.0,0.0,0.0,197.68770208583408,78.5460044800921,48.48942362640774,0,5.196442518997119,2.7611885556899294,5.013674965264168,0.5915389011261899,0.04054467171820415,0.05734396729762184,0.0728991836617974,0.02269578636444507,144
