Time_Period,Time_Start_Label,Time_End_Label,Charging_Power_kW,Discharging_Power_kW,Net_Power_kW
57,D1 22:00,D1 22:15,2.5858824381982886,0.0,2.5858824381982886
58,D1 22:15,D1 22:30,2.5858824381982886,0.0,2.5858824381982886
59,D1 22:30,D1 22:45,2.5858824381982886,0.0,2.5858824381982886
60,D1 22:45,D1 23:00,2.5858824381982886,0.0,2.5858824381982886
61,D1 23:00,D1 23:15,2.5858824381982886,0.0,2.5858824381982886
62,D1 23:15,D1 23:30,2.5858824381982886,0.0,2.5858824381982886
63,D1 23:30,D1 23:45,2.5858824381982886,0.0,2.5858824381982886
64,D1 23:45,D1 00:00,2.5858824381982886,0.0,2.5858824381982886
65,D1 00:00,D1 00:15,2.5858824381982886,0.0,2.5858824381982886
66,D1 00:15,D1 00:30,2.5858824381982886,0.0,2.5858824381982886
67,D1 00:30,D1 00:45,2.5858824381982886,0.0,2.5858824381982886
68,D1 00:45,D1 01:00,2.5858824381982886,0.0,2.5858824381982886
69,D1 01:00,D1 01:15,2.5858824381982886,0.0,2.5858824381982886
70,D1 01:15,D1 01:30,2.5858824381982886,0.0,2.5858824381982886
71,D1 01:30,D1 01:45,2.5858824381982886,0.0,2.5858824381982886
72,D1 01:45,D1 02:00,2.5858824381982886,0.0,2.5858824381982886
73,D1 02:00,D1 02:15,2.5858824381982886,0.0,2.5858824381982886
74,D1 02:15,D1 02:30,2.5858824381982886,0.0,2.5858824381982886
75,D1 02:30,D1 02:45,2.5858824381982886,0.0,2.5858824381982886
76,D1 02:45,D1 03:00,2.5858824381982886,0.0,2.5858824381982886
77,D1 03:00,D1 03:15,2.5858824381982886,0.0,2.5858824381982886
78,D1 03:15,D1 03:30,2.5858824381982886,0.0,2.5858824381982886
79,D1 03:30,D1 03:45,2.5858824381982886,0.0,2.5858824381982886
80,D1 03:45,D1 04:00,2.5858824381982886,0.0,2.5858824381982886
81,D1 04:00,D1 04:15,2.5858824381982886,0.0,2.5858824381982886
82,D1 04:15,D1 04:30,2.5858824381982886,0.0,2.5858824381982886
83,D1 04:30,D1 04:45,2.5858824381982886,0.0,2.5858824381982886
84,D1 04:45,D1 05:00,2.5858824381982886,0.0,2.5858824381982886
85,D1 05:00,D1 05:15,2.5858824381982886,0.0,2.5858824381982886
86,D1 05:15,D1 05:30,2.5858824381982886,0.0,2.5858824381982886
87,D1 05:30,D1 05:45,2.5858824381982886,0.0,2.5858824381982886
88,D1 05:45,D1 06:00,2.5858824381982886,0.0,2.5858824381982886
89,D1 06:00,D1 06:15,2.5858824381982886,0.0,2.5858824381982886
90,D1 06:15,D1 06:30,2.5858824381982886,0.0,2.5858824381982886
91,D1 06:30,D1 06:45,2.5858824381982886,0.0,2.5858824381982886
92,D1 06:45,D1 07:00,2.5858824381982886,0.0,2.5858824381982886
93,D1 07:00,D1 07:15,2.5858824381982886,0.0,2.5858824381982886
94,D1 07:15,D1 07:30,2.5858824381982886,0.0,2.5858824381982886
95,D1 07:30,D1 07:45,2.585882438198289,0.0,2.585882438198289
96,D1 07:45,D2 08:00,2.5858824381959113,0.0,2.5858824381959113
97,D2 08:00,D2 08:15,0.0,0.0,0.0
98,D2 08:15,D2 08:30,0.0,0.0,0.0
99,D2 08:30,D2 08:45,0.0,0.0,0.0
100,D2 08:45,D2 09:00,0.0,27.473296368431114,-27.473296368431114
101,D2 09:00,D2 09:15,0.0,0.0,0.0
102,D2 09:15,D2 09:30,0.0,0.0,0.0
103,D2 09:30,D2 09:45,0.0,44.999999999999865,-44.999999999999865
104,D2 09:45,D2 10:00,0.0,17.9294387959778,-17.9294387959778
105,D2 10:00,D2 10:15,0.0,0.0,0.0
106,D2 10:15,D2 10:30,0.0,0.0,0.0
107,D2 10:30,D2 10:45,1.7410011779468948,0.0,1.7410011779468948
108,D2 10:45,D2 11:00,1.7410011779468948,0.0,1.7410011779468948
109,D2 11:00,D2 11:15,1.7410011779469285,0.0,1.7410011779469285
110,D2 11:15,D2 11:30,1.7410011779469285,0.0,1.7410011779469285
111,D2 11:30,D2 11:45,1.7410011779469285,0.0,1.7410011779469285
112,D2 11:45,D2 12:00,1.7410011779469285,0.0,1.7410011779469285
113,D2 12:00,D2 12:15,1.7410011779481083,0.0,1.7410011779481083
114,D2 12:15,D2 12:30,1.7410011779468875,0.0,1.7410011779468875
115,D2 12:30,D2 12:45,1.7410011778785799,0.0,1.7410011778785799
116,D2 12:45,D2 13:00,1.7410011779486767,0.0,1.7410011779486767
117,D2 13:00,D2 13:15,1.7410011779148047,0.0,1.7410011779148047
118,D2 13:15,D2 13:30,1.7410011779484673,0.0,1.7410011779484673
119,D2 13:30,D2 13:45,1.7410011779487067,0.0,1.7410011779487067
120,D2 13:45,D2 14:00,1.7410011779487067,0.0,1.7410011779487067
121,D2 14:00,D2 14:15,1.7410011779487067,0.0,1.7410011779487067
122,D2 14:15,D2 14:30,1.7410011779487067,0.0,1.7410011779487067
123,D2 14:30,D2 14:45,1.7410011779488341,0.0,1.7410011779488341
124,D2 14:45,D2 15:00,1.7410011779428427,0.0,1.7410011779428427
125,D2 15:00,D2 15:15,1.741001177949305,0.0,1.741001177949305
126,D2 15:15,D2 15:30,1.7410011779263284,0.0,1.7410011779263284
127,D2 15:30,D2 15:45,1.741001177949305,0.0,1.741001177949305
128,D2 15:45,D2 16:00,1.741001177949305,0.0,1.741001177949305
129,D2 16:00,D2 16:15,0.0,0.0,0.0
130,D2 16:15,D2 16:30,-0.0,0.0,-0.0
131,D2 16:30,D2 16:45,0.0,0.0,0.0
132,D2 16:45,D2 17:00,0.0,0.0,0.0
133,D2 17:00,D2 17:15,0.0,0.0,0.0
134,D2 17:15,D2 17:30,0.0,0.0,0.0
135,D2 17:30,D2 17:45,0.0,0.0,0.0
136,D2 17:45,D2 18:00,0.0,0.0,0.0
137,D2 18:00,D2 18:15,0.0,0.0,0.0
138,D2 18:15,D2 18:30,0.0,0.0,0.0
139,D2 18:30,D2 18:45,0.0,0.0,0.0
140,D2 18:45,D2 19:00,0.0,0.0,0.0
141,D2 19:00,D2 19:15,0.0,0.0,0.0
142,D2 19:15,D2 19:30,0.0,0.0,0.0
143,D2 19:30,D2 19:45,0.0,0.0,0.0
144,D2 19:45,D2 20:00,0.0,0.0,0.0
145,D2 20:00,D2 20:15,0.0,0.0,0.0
146,D2 20:15,D2 20:30,0.0,0.0,0.0
147,D2 20:30,D2 20:45,0.0,0.0,0.0
148,D2 20:45,D2 21:00,0.0,0.0,0.0
149,D2 21:00,D2 21:15,1.741001177949305,0.0,1.741001177949305
150,D2 21:15,D2 21:30,1.741001177949305,0.0,1.741001177949305
151,D2 21:30,D2 21:45,1.741001177949305,0.0,1.741001177949305
152,D2 21:45,D2 22:00,1.741001177949305,0.0,1.741001177949305
153,D2 22:00,D2 22:15,1.741001177949305,0.0,1.741001177949305
154,D2 22:15,D2 22:30,1.741001177949305,0.0,1.741001177949305
155,D2 22:30,D2 22:45,1.741001177949305,0.0,1.741001177949305
156,D2 22:45,D2 23:00,1.741001177949305,0.0,1.741001177949305
157,D2 23:00,D2 23:15,1.741001177949305,0.0,1.741001177949305
158,D2 23:15,D2 23:30,1.741001177949305,0.0,1.741001177949305
159,D2 23:30,D2 23:45,1.741001177949305,0.0,1.741001177949305
160,D2 23:45,D2 00:00,1.741001177949305,0.0,1.741001177949305
161,D2 00:00,D2 00:15,1.741001177949305,0.0,1.741001177949305
162,D2 00:15,D2 00:30,1.741001177949305,0.0,1.741001177949305
163,D2 00:30,D2 00:45,1.741001177949305,0.0,1.741001177949305
164,D2 00:45,D2 01:00,1.741001177949305,0.0,1.741001177949305
165,D2 01:00,D2 01:15,1.741001177949305,0.0,1.741001177949305
166,D2 01:15,D2 01:30,1.741001177949305,0.0,1.741001177949305
167,D2 01:30,D2 01:45,1.741001177949305,0.0,1.741001177949305
168,D2 01:45,D2 02:00,1.741001177949305,0.0,1.741001177949305
169,D2 02:00,D2 02:15,1.741001177949305,0.0,1.741001177949305
170,D2 02:15,D2 02:30,1.741001177949305,0.0,1.741001177949305
171,D2 02:30,D2 02:45,1.741001177949305,0.0,1.741001177949305
172,D2 02:45,D2 03:00,1.741001177949305,0.0,1.741001177949305
173,D2 03:00,D2 03:15,1.741001177949305,0.0,1.741001177949305
174,D2 03:15,D2 03:30,1.741001177949305,0.0,1.741001177949305
175,D2 03:30,D2 03:45,1.741001177949305,0.0,1.741001177949305
176,D2 03:45,D2 04:00,1.741001177949305,0.0,1.741001177949305
177,D2 04:00,D2 04:15,1.741001177949305,0.0,1.741001177949305
178,D2 04:15,D2 04:30,1.741001177949305,0.0,1.741001177949305
179,D2 04:30,D2 04:45,1.741001177949305,0.0,1.741001177949305
180,D2 04:45,D2 05:00,1.741001177949305,0.0,1.741001177949305
181,D2 05:00,D2 05:15,1.741001177949305,0.0,1.741001177949305
182,D2 05:15,D2 05:30,1.741001177949305,0.0,1.741001177949305
183,D2 05:30,D2 05:45,1.741001177949305,0.0,1.741001177949305
184,D2 05:45,D2 06:00,1.741001177949305,0.0,1.741001177949305
185,D2 06:00,D2 06:15,1.741001177949305,0.0,1.741001177949305
186,D2 06:15,D2 06:30,1.741001177949305,0.0,1.741001177949305
187,D2 06:30,D2 06:45,1.741001177949305,0.0,1.741001177949305
188,D2 06:45,D2 07:00,1.741001177949305,0.0,1.741001177949305
189,D2 07:00,D2 07:15,1.741001177949305,0.0,1.741001177949305
190,D2 07:15,D2 07:30,1.741001177949305,0.0,1.741001177949305
191,D2 07:30,D2 07:45,1.741001177949305,0.0,1.741001177949305
192,D2 07:45,D2 08:00,1.7410011779769488,0.0,1.7410011779769488
